num,kanji,radicals,meaning,concept,subconcept
173,回,口囗,number of times,Time_(時),
174,灰,厂火,ash,Nature,Natural_Substances
175,会,二厶个,association,,
176,快,二人大忄,pleasure,Emotions_and_Senses_(感),Emotions_(情)
177,戒,廾戈,commandment,,
178,改,己攴,reformation,,
179,怪,又土忄,suspicious,,
180,拐,刀口扌,kidnap,,
181,悔,毋忄,remorse,Emotions_and_Senses_(感),Emotions_(情)
182,海,毋氵,sea,Nature,Land_(陸)_and_Topography
183,界,儿田个,world,,
184,皆,比白,all,,
185,械,廾戈木,contraption,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
186,絵,二厶糸个,"picture, painting",Human_activities,Culture
187,開,廾門,open,,
188,階,比白阝,floor of a building,,
189,塊,儿匕厶土田鬼,clod,,
190,楷,木比白,square character style,,
191,解,刀牛角,untie,,
192,潰,十口貝氵,crush,,
193,壊,十土网衣,demolition,,
194,懐,十网衣忄,yearning,Emotions_and_Senses_(感),Emotions_(情)
195,諧,比白言,harmony,Human_activities,Culture
196,貝,八目,cowry (ancient Chinese currency),Human_activities,Money_(銭)_and_Commerce_(商)
197,外,卜夕,outside,Directions_(方)_and_Spatial_Relationships,
198,劾,亠人力,censure,,
199,害,亠口土宀,harm,,
200,崖,厂土山,cliff,Nature,Land_(陸)_and_Topography
201,涯,厂土氵,horizon,,
202,街,土彳行,city district,Artificial_Structures_and_Products,Cities_(市)
203,慨,牙艮忄,rue,,
204,蓋,厶土皿艹,lid,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
205,該,亠人言,above-stated,,
206,概,木牙艮,outline,,
207,骸,亠人冂冖月骨,corpse,Body_(身),Health_(体)
208,垣,土日,hedge,,
209,柿,｜亠冂巾木,persimmon,Nature,Plants_(植)_and_Trees_(樹)
210,各,口夂攴,each,Numbers_(数),Counting_(計)_&_Sequence_(序)
211,角,｜勹月,horn,Nature,Animals_(獣)
212,拡,厶广扌,broaden,,
213,革,十口廾,leather,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
214,格,口夂木,status,,
215,核,亠人木,nucleus,,
216,殻,冖几士殳,husk,,
217,郭,亅亠口子阝,enclosure,,
218,覚,冖見尚,memorize,,
219,較,亠父車,contrast,,
220,隔,儿冂口鬲阝,isolate,,
221,閣,口夂門,tall,,
222,確,口宀石隹,certain,,
223,獲,又隹犭艹,seize,,
224,嚇,口土赤,menacing,,
225,穫,又禾隹艹,harvest,,
226,学,冖子尚,"study, school",Human_activities,Culture
227,岳,山斤,mountain or peak,Nature,Land_(陸)_and_Topography
228,楽,冫木白,music,Human_activities,Culture
229,額,口夂宀貝頁,forehead,Body_(身),Head_(頭)_and_Neck_(首)
230,顎,二勹口貝頁,jaw,Body_(身),Head_(頭)_and_Neck_(首)
231,掛,卜土扌,hang,,
232,潟,勹臼氵灬,lagoon,Nature,Land_(陸)_and_Topography
233,括,丿十口舌扌,fasten,,
234,活,丿十口舌氵,active,,
235,喝,勹匕口日,hoarse,,
236,渇,勹匕日氵,thirst,,
237,割,亠口土宀刂,divide,,
238,葛,勹匕日艹,vine,Nature,Plants_(植)_and_Trees_(樹)
239,滑,冂冖月骨氵,slippery,,
240,褐,勹匕日衤,brown,Physical_Attributes_and_Properties,Colours_(色)
241,轄,亠口土宀車,control,,
242,且,目,moreover,,
243,株,木牛,stocks,,
244,釜,丶丿干父玉金丷,kettle,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
245,鎌,丶丿八彐玉金丷,sickle,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
246,刈,刂,reap,,
247,干,十,dry,Physical_Attributes_and_Properties,Miscellaneous_properties
248,刊,干刂,publish,Human_activities,Language_(語)_and_Communication
249,甘,甘,sweet,Emotions_and_Senses_(感),Senses
250,汗,干氵,sweat,Body_(身),Bodily_Functions
251,缶,凵山,tin can,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
252,完,二儿宀元,perfect,,
253,肝,干月,liver,Body_(身),Torso_and_organs
254,官,口宀,government official,,
255,冠,儿冖寸,crown,,
256,巻,二大己丷,scroll,,
257,看,丿二手目,watch over,,
258,陥,｜勹日阝,collapse,,
259,乾,乙十日,dry,Physical_Attributes_and_Properties,Miscellaneous_properties
260,勘,儿力匚甘,intuition,,
261,患,｜口心,sick,Body_(身),Health_(体)
262,貫,毋貝,pierce,,
263,寒,丶八宀井,cold,Physical_Attributes_and_Properties,Miscellaneous_properties
264,喚,儿冂勹口大,yell,,
265,堪,儿匚土甘,withstand,,
266,換,儿冂勹大扌,interchange,,
267,敢,攴耳,daring,,
268,棺,口宀木,coffin,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
269,款,士欠示,goodwill,,
270,間,日門,interval of time,Time_(時),
271,閑,木門,leisure,,
272,勧,丿力矢隹,persuade,,
273,寛,宀見艹,tolerant,,
274,幹,十干日个,tree trunk,Nature,Plants_(植)_and_Trees_(樹)
275,感,丿口心戈,feeling,,
276,漢,口大氵艹,honorable man or Han person,People_(人),Roles_and_status
277,慣,毋貝忄,accustomed,,
278,管,口宀竹,pipe,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
279,関,二人八大門丷,related,,
280,歓,欠矢隹,"delight, joy",Emotions_and_Senses_(感),Emotions_(情)
281,監,二皿臣,oversee,,
282,緩,夂爪糸,slacken,,
283,憾,丿口心戈忄,regret,Emotions_and_Senses_(感),Emotions_(情)
284,還,口网衣辶,send back,,
285,館,口宀食,public building,,
286,環,口玉网衣,"ring, surround",Physical_Attributes_and_Properties,Form_and_Shape_(形)
287,簡,日竹門,simplicity,,
288,観,矢見隹,observe,,
289,韓,十口日韋,Korea,,
290,艦,二皿臣舟,warship,,
291,鑑,二皿臣金,specimen,,
292,丸,丶九,circular,Physical_Attributes_and_Properties,Form_and_Shape_(形)
293,含,口个,include,,
294,岸,厂山干,shore,Nature,Land_(陸)_and_Topography
295,岩,口山石,boulder or rock,Nature,Land_(陸)_and_Topography
296,玩,二儿玉元,trifle with,,
297,眼,目艮,eyeball,Body_(身),Head_(頭)_and_Neck_(首)
298,頑,二儿貝頁元,stubborn,,
299,顔,亠八厂彡立貝頁,face,Body_(身),Head_(頭)_and_Neck_(首)
300,願,厂小白貝頁,request,,
301,企,止个,plan,,
302,伎,十又支亻,deed,,
303,危,勹厂,dangerous,,
304,机,几木,desk,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
305,気,丶丿气,mood,Emotions_and_Senses_(感),Emotions_(情)
306,岐,十又山支,branch off,,
307,希,丿巾,hope,,
308,忌,己心,mourning,,
309,汽,气氵,steam or vapour,Nature,Natural_Substances
310,奇,亅口大,strange,,
311,祈,斤礻,pray,Human_activities,Religion_(宗)_and_the_Supernatural_World
312,季,子禾,seasons,,
313,紀,己糸,era,Time_(時),
314,軌,車九,rut,,
315,既,牙艮,previously,,
316,記,己言,written record,Human_activities,Language_(語)_and_Communication
317,起,土己走,wake up,,
318,飢,几食,hungry,,
319,鬼,儿匕厶田,evil spirit or oni,Human_activities,Religion_(宗)_and_the_Supernatural_World
320,帰,冖巾彐刂,to return,Directions_(方)_and_Spatial_Relationships,Movement
321,基,八土甘,foundation,,
322,寄,亅口大宀,approach,,
323,規,土大見,rule,,
324,亀,乙勹田龜,turtle,Nature,Animals_(獣)
325,喜,口士豆丷,"delight, joy",Emotions_and_Senses_(感),Emotions_(情)
326,幾,丿幺戈,how many,,
327,揮,冖車扌,brandish,,
328,期,八月甘,time period,Time_(時),
329,棋,八木甘,chess piece,,
330,貴,｜口貝,precious,,
331,棄,亠凵厶木,abandon,,
332,毀,土殳臼,destroy,,
333,旗,八方甘,national flag,,
334,器,口大,vessel,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
335,畿,幺戈田,capital,Artificial_Structures_and_Products,Cities_(市)
336,輝,儿冖車尚,radiance,,
337,機,丶丿幺戈木,machine,,
338,騎,亅口大馬,equestrian,,
339,技,十又支扌,skill,,
340,宜,宀目,best regards,,
341,偽,丶亻灬,falsehood,,
342,欺,八欠甘,deceit,,
343,義,亅戈手玉羊丷,righteousness,,
344,疑,匕疋矢マ,doubt or suspicion,Emotions_and_Senses_(感),Emotions_(情)
345,儀,亅戈手玉羊亻丷,ceremony,,
346,戯,匕卜厂戈虍,frolic,,
347,擬,匕疋矢マ扌,mimic,,
348,犠,亅戈手牛玉羊丷,sacrifice,Human_activities,Religion_(宗)_and_the_Supernatural_World
349,議,亅戈手玉羊言丷,deliberation,,
350,菊,勹米艹,chrysanthemum,Nature,Plants_(植)_and_Trees_(樹)
351,吉,口士,good luck,,
352,喫,亠刀口土大,consume,,
353,詰,口士言,packed,,
354,却,卩厶土,instead,,
355,客,口夂宀,"guest, customer",People_(人),Roles_and_status
356,脚,卩厶土月,leg,Body_(身),Limbs_(肢)
357,逆,屮丷辶,inverted,,
358,虐,匕匚卜厂虍,tyrannize,,
359,九,九,9,Numbers_(数),
360,久,丿入,long ago,Time_(時),
361,及,丶乃,reach out,,
362,弓,弓,"bow (archery, violin)",,
363,丘,斤,hill,Nature,Land_(陸)_and_Topography
364,旧,｜日,former,Time_(時),
365,休,木亻,rest,Body_(身),Health_(体)
366,吸,丿口及,suck,,
367,朽,勹木,decay,,
368,臼,臼,millstone or mortar,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
369,求,丶水,request,,
370,究,儿宀穴九,"study, research",Human_activities,Culture
371,泣,立氵,cry,,
372,急,勹彐心,hurry,,
373,級,丿糸及,rank,,
374,糾,｜十糸,twist,,
375,宮,口宀,shrine,Human_activities,Religion_(宗)_and_the_Supernatural_World
376,救,丶攴水,salvation,,
377,球,丶水玉,sphere,Physical_Attributes_and_Properties,Form_and_Shape_(形)
378,給,口糸个,salary,Human_activities,Money_(銭)_and_Commerce_(商)
379,嗅,口大自,smell,,
380,窮,儿宀弓穴身,hard up,,
381,牛,牛,cow,Nature,Animals_(獣)
382,去,厶土,leave,,
383,巨,匚,huge,Physical_Attributes_and_Properties,Form_and_Shape_(形)
384,居,十口尸,reside,,
385,拒,匚扌巨,repel,,
386,拠,几夂扌,foothold,,
387,挙,八手尚,raise,,
388,虚,匕卜厂虍,void,,
389,許,丿十干言,permit,,
390,距,匚口足巨,long-distance,,
391,魚,田灬,fish,,
392,御,丿卩彳止,honorable,,
393,漁,田魚氵灬,fishing,,
394,凶,丶丿凵,villain,,
395,共,八,together,,
396,叫,｜十口,shout,,
397,狂,玉犭,lunatic,,
398,京,亠口小,capital city,Artificial_Structures_and_Products,Cities_(市)
399,享,亠口子,receive,,
400,供,｜二八亻,offer,,
401,協,力十,cooperation,,
402,況,儿口氵,condition,,
403,峡,二亠人大山丷,gorge,Nature,Land_(陸)_and_Topography
404,挟,丶二亠人大丷扌,pinch,,
405,狭,丶二亠人大丷犭,narrow,Physical_Attributes_and_Properties,Form_and_Shape_(形)
406,恐,丶几工心,fear,Emotions_and_Senses_(感),Emotions_(情)
407,恭,八心井,respect,Emotions_and_Senses_(感),Emotions_(情)
408,胸,丶丿凵勹月,chest,Body_(身),Torso_and_organs
409,脅,力月,threaten,,
410,強,厶弓虫,strong,Physical_Attributes_and_Properties,Miscellaneous_properties
411,教,子攴老,doctrine or teaching,Human_activities,Religion_(宗)_and_the_Supernatural_World
412,郷,幺艮阝,home town,,
413,境,儿土日立音,boundary,Physical_Attributes_and_Properties,Form_and_Shape_(形)
414,橋,丿冂口木,bridge,,
415,矯,丿冂口大矢,rectify,,
416,鏡,儿日立金音,mirror,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
417,競,儿口立,compete,,
418,響,幺日立艮音阝,echo,,
419,驚,勹口夂攴馬艹,surprise,Emotions_and_Senses_(感),Emotions_(情)
420,仰,卩亻,face-up,,
421,暁,儿十廾日,sunrise,Time_(時),Divisions_of_the_Day
422,業,｜木玉羊耒丷,"business, industry",Human_activities,Money_(銭)_and_Commerce_(商)
423,凝,冫匕疋矢マ,congeal,,
424,曲,｜日,musical composition,Human_activities,Culture
425,局,口尸,office,,
426,極,又口木,poles,,
427,玉,丶,jewel,Nature,Natural_Substances
428,巾,｜冂,towel,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
429,斤,斤,axe,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
430,均,二冫勹土,level,,
431,近,斤辶,recent,Time_(時),
432,金,金,gold,Human_activities,Money_(銭)_and_Commerce_(商)
433,菌,囗禾艹,germ,,
434,勤,力口土艹,diligence,,
435,琴,玉个,"cithare, harp",Human_activities,Culture
436,筋,力月竹,muscles,Body_(身),General_2
437,僅,口土亻艹,a wee bit,,
438,禁,木示,prohibition,,
439,緊,又糸臣,tense,,
440,錦,巾白金,brocade,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
441,謹,口土言艹,discreet,,
442,襟,木示衤,collar,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
443,吟,口个,recite,Human_activities,Language_(語)_and_Communication
444,銀,艮金,silver,Nature,Natural_Substances
445,区,丶丿匚,ward,Artificial_Structures_and_Products,Cities_(市)
446,句,勹口,phrase,Human_activities,Language_(語)_and_Communication
447,苦,十口艹,suffer,,
448,駆,丶丿匚馬,drive,,
449,具,八目,tool,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
450,惧,八目忄,dread,Emotions_and_Senses_(感),Emotions_(情)
451,愚,冂厶心田禸,foolish,,
452,空,儿宀工穴,"void, sky",Nature,Sky
453,偶,冂厶田禸亻,accidentally,,
454,遇,冂厶田禸辶,interview,,
455,隅,冂厶日田禸阝,corner,Physical_Attributes_and_Properties,Form_and_Shape_(形)
456,串,｜口,skewer,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
457,屈,｜尸山,yield,,
458,掘,｜尸山扌,dig,,
459,窟,｜儿宀尸山穴,cave,Nature,Land_(陸)_and_Topography
460,熊,匕厶月灬,bear,Nature,Animals_(獣)
461,繰,口木糸品,winding,,
462,君,丿口日,you,People_(人),General
463,訓,巛言,instruction,,
464,勲,｜丿力日田灬,meritorious deed,,
465,薫,｜丿日艹灬,fragrant,,
466,軍,冖車,army,,
467,郡,口阝,county,,
468,群,口玉羊丷,"flock, crowd",People_(人),Groups_(団)
469,兄,儿口,older brother,People_(人),Family_(家_/_族)
470,刑,丿廾刂,punish,,
471,形,丿廾彡,shape,,
472,系,丿糸,lineage,,
473,径,又土彳,diameter,,
474,茎,又土艹,stem,Nature,Plants_(植)_and_Trees_(樹)
475,係,丿糸亻,person in charge,People_(人),Roles_and_status
476,型,丿土廾刂,model,,
477,契,亠刀土大,pledge,,
478,計,十言,measure,,
479,恵,心田,favor,,
480,啓,口戸攴,disclose,,
481,掲,勹匕日扌,put up (a notice),,
482,渓,人土爪氵,ravine,Nature,Land_(陸)_and_Topography
483,経,又土糸,manage,,
484,蛍,冖虫尚,firefly,Nature,Animals_(獣)
485,敬,勹口攴艹,respect,Emotions_and_Senses_(感),Emotions_(情)
486,景,亠口小日,scenery,,
487,軽,又土車,light (weight),Physical_Attributes_and_Properties,Miscellaneous_properties
488,傾,匕貝頁亻,lean,,
489,携,丿隹乃扌,portable,,
490,継,｜米糸,inherit,,
491,詣,匕日言,temple visit,Human_activities,Religion_(宗)_and_the_Supernatural_World
492,慶,冖夂广心,jubilation,Emotions_and_Senses_(感),Emotions_(情)
493,憬,亠口小日忄,yearning,Emotions_and_Senses_(感),Emotions_(情)
494,稽,匕日禾尤,consider,,
495,憩,口心自舌,recess,,
496,警,勹口夂攴言艹,guard against,,
497,鶏,人土大爪鳥,chicken,Nature,Animals_(獣)
498,芸,二厶艹,art,Human_activities,Culture
499,迎,卩辶,welcome,,
500,鯨,亠口小田魚灬,whale,Nature,Animals_(獣)
501,隙,小日阝,fissure,,
502,劇,匕卜厂虍豕刂,"drama, play",Human_activities,Culture
503,撃,手殳車,"beat, attack",Human_activities,War_(戦)
504,激,攴方白氵,violent excitement,Emotions_and_Senses_(感),Emotions_(情)
505,桁,彳木行,digit,Numbers_(数),Counting_(計)_&_Sequence_(序)
506,欠,人勹,lack,,
507,穴,八宀,hole,,
508,血,皿,blood,Body_(身),General_2
509,決,二人大氵,decide,,
510,結,口士糸,tie,,
511,傑,夕木舛亻,great man,People_(人),Roles_and_status
512,潔,亠刀土糸氵,undefiled,,
513,月,月,moon,Nature,Sky
514,犬,丶大,dog,Nature,Animals_(獣)
515,件,牛亻,affair,,
516,見,儿目,see,,
517,券,二人刀大大丷,ticket,,
518,肩,戸月,shoulder,Body_(身),Limbs_(肢)
519,建,廴聿,build,,
520,研,｜丿亅口廾石,"study, research",Human_activities,Culture
521,県,小目,prefecture,,
522,倹,人口个亻,frugal,,
523,兼,｜八彐丷,concurrently,,
524,剣,人口个刂,sabre,,
525,拳,大手丷,fist,Body_(身),Limbs_(肢)
526,軒,干車,counter for houses,Numbers_(数),Counters_(個)
527,健,廴聿亻,healthy,,
528,険,人口个阝,precipitous,,
529,圏,二人囗大大己丷,sphere,Physical_Attributes_and_Properties,Form_and_Shape_(形)
530,堅,又土臣,strict,,
531,検,人口木个,examine,,
532,嫌,｜八女彐丷,dislike,Emotions_and_Senses_(感),Emotions_(情)
533,献,冂十干犬丷,offering,,
534,絹,口月糸,silk,Artificial_Structures_and_Products,Clothing_(服)_and_Textiles_(布)
535,遣,｜口辶,dispatch,,
536,権,木矢隹,rights,,
537,憲,亠土宀心网,constitution,,
538,賢,又臣貝,intelligent,,
539,謙,｜八彐言丷,self-effacing,,
540,鍵,廴聿金,key,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
541,繭,冂糸虫風艹,cocoon,,
542,顕,日貝頁,appear,,
543,験,人口馬个,test,,
544,懸,丿小心目糸,suspend,,
545,元,二儿,origin,,
546,幻,幺,phantom,Human_activities,Religion_(宗)_and_the_Supernatural_World
547,玄,亠幺,mysterious,,
548,言,言,say,Human_activities,Language_(語)_and_Communication
549,弦,亠幺弓玄,string,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
550,限,艮阝,limit,,
551,原,厂小白,field,Nature,Land_(陸)_and_Topography
552,現,玉見,appear,,
553,舷,亠幺玄舟,sides of a boat,Artificial_Structures_and_Products,Vehicles_(車)_and_Machines_(機)
554,減,亅口戈氵,"to decrease, to subtract",Numbers_(数),Calculations_(算)
555,源,厂小白氵,origin,,
556,厳,厂攴耳尚,strict,,
557,己,己,oneself,People_(人),General
558,戸,戸,counter for houses,Numbers_(数),Counters_(個)
559,古,十口,old,Time_(時),
560,呼,丿亅口丷,call,,
561,固,十口囗,firm or solid,Physical_Attributes_and_Properties,Miscellaneous_properties
562,股,月殳,thighs,Body_(身),Limbs_(肢)
563,虎,儿匕卜厂虍,tiger,Nature,Animals_(獣)
564,孤,子瓜,orphan,,
565,弧,弓瓜,arc,Physical_Attributes_and_Properties,Form_and_Shape_(形)
566,故,十口攴,circumstances,,
567,枯,十口木,wither,,
568,個,十口囗亻,individual,,
569,庫,广車,warehouse,,
570,湖,十口月氵,lake,Nature,Land_(陸)_and_Topography
571,雇,戸隹,employ,,
572,誇,二勹大言,boast,,
573,鼓,十又口士支豆丷,drum,Human_activities,Culture
574,錮,十口囗金,tie up,,
575,顧,戸貝隹頁,look back,,
576,五,二,5,Numbers_(数),
577,互,彐彑,mutually,,
578,午,丿十干,noon,Time_(時),Divisions_of_the_Day
579,呉,八口,give,,
580,後,夂幺彳,after,Time_(時),
581,娯,八口女,fun,Emotions_and_Senses_(感),Emotions_(情)
582,悟,口忄,enlightenment,,
583,碁,｜二八口石,Go,,
584,語,口言,language,,
585,誤,八口言,mistake,,
586,護,又言隹艹,safeguard,,
587,口,囗,mouth,Body_(身),Head_(頭)_and_Neck_(首)
588,工,工,manufacture,Human_activities,Money_(銭)_and_Commerce_(商)
589,公,八厶,public,,
590,勾,勹厶,capture,,
591,孔,乙子,cavity,,
592,功,力工,achievement,,
593,巧,勹工,adroit,,
594,広,厶广,wide,Physical_Attributes_and_Properties,Form_and_Shape_(形)
595,甲,｜日田,armor,,
596,交,亠父,mix,,
597,光,儿尚,light,Nature,Weather
598,向,冂口,toward,Directions_(方)_and_Spatial_Relationships,
599,后,丿亅厂口斤,empress,People_(人),Roles_and_status
600,好,女子,like,Emotions_and_Senses_(感),Emotions_(情)
601,江,工氵,creek,Nature,Land_(陸)_and_Topography
602,考,老,to think,Emotions_and_Senses_(感),Judgment_(評)
603,行,彳,to go or to perform,Directions_(方)_and_Spatial_Relationships,Movement
604,坑,亠几土,pit,,
605,孝,子老,filial piety,,
606,抗,亠几扌,confront,,
607,攻,工攴,attack,Human_activities,War_(戦)
608,更,丿日,grow late,,
609,効,亠力父,effect,,
610,幸,亠十立辛,happy,Emotions_and_Senses_(感),Emotions_(情)
611,拘,勹口扌,arrest,,
612,肯,月止,agreement,,
613,侯,矢亻,"lord, marquis",People_(人),Roles_and_status
614,厚,厂子日,thick,Physical_Attributes_and_Properties,Miscellaneous_properties
615,恒,日忄,constancy,,
616,洪,｜二八氵,flood,Nature,Weather
617,皇,玉白,emperor or sovereign,People_(人),Roles_and_status
618,紅,工糸,crimson,Physical_Attributes_and_Properties,Colours_(色)
619,荒,巛艹亡,laid waste,,
620,郊,亠父阝,outskirts,,
621,香,日禾,pleasant smell,Emotions_and_Senses_(感),Senses
622,候,｜矢亻,climate,Nature,Weather
623,校,亠木父,school,Human_activities,Culture
624,耕,｜亅八土木耒井,till,,
625,航,亠几舟,cruise,,
626,貢,工貝,tribute,,
627,降,十夂阝,descend,,
628,高,亠冂口,expensive,Human_activities,Money_(銭)_and_Commerce_(商)
629,康,广彐水隶,health,,
630,控,儿宀工穴扌,withdraw,,
631,梗,丿日木,close up,,
632,黄,八田,yellow,Physical_Attributes_and_Properties,Colours_(色)
633,喉,口矢亻,throat,Body_(身),Head_(頭)_and_Neck_(首)
634,慌,亠巛忄艹,disconcerting,Emotions_and_Senses_(感),Emotions_(情)
635,港,八己氵井,harbor,,
636,硬,丿口日石,hard,Physical_Attributes_and_Properties,Miscellaneous_properties
637,絞,亠父糸,strangle,,
638,項,工貝頁,paragraph,,
639,溝,冂十氵,gutter,,
640,鉱,厶广金,ore,Nature,Natural_Substances
641,構,冂十木,construct,,
642,綱,冂山糸丷岡,rope,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
643,酵,子老酉,fermentation,,
644,稿,亠冂口禾高,draft,,
645,興,八冂口臼,entertain,,
646,衡,勹大彳田行,equilibrium,,
647,鋼,冂山金丷岡,steel,Nature,Natural_Substances
648,講,冂十言,lecture,Human_activities,Language_(語)_and_Communication
649,購,｜冂十貝,purchase,Human_activities,Money_(銭)_and_Commerce_(商)
650,乞,丿乙,beg,,
651,号,勹口,number,,
652,合,口个,fit,,
653,拷,老扌,torture,,
654,剛,冂山丷刂岡,sturdy,,
655,傲,土攴方亻,pride,Emotions_and_Senses_(感),Emotions_(情)
656,豪,亠冖口豕,overpowering,,
657,克,儿十口,overcome,,
658,告,丿口土,tell,Human_activities,Language_(語)_and_Communication
659,谷,八口个,valley,Nature,Land_(陸)_and_Topography
660,刻,亠刂,engrave,,
661,国,丶囗玉,country,People_(人),Groups_(団)
662,黒,里灬,black,Physical_Attributes_and_Properties,Colours_(色)
663,穀,冖士殳禾,cereal,Food_(食)_and_Drink_(飲),
664,酷,丿口土酉,cruel,,
665,獄,犬言犭,prison,,
666,骨,冂冖月,bone,Body_(身),General_2
667,駒,勹口馬,horse,,
668,込,入辶,crowded,,
669,頃,匕貝頁,"time, about",Time_(時),
670,今,个,now,Time_(時),
671,困,囗木,become distressed,,
672,昆,日比,descendants,People_(人),Family_(家_/_族)
673,恨,艮忄,resentment,Emotions_and_Senses_(感),Emotions_(情)
674,根,木艮,root,Nature,Plants_(植)_and_Trees_(樹)
675,婚,女日氏,marry,People_(人),Family_(家_/_族)
676,混,日比氵,mix,,
677,痕,疒艮,scar,Body_(身),Health_(体)
678,紺,甘糸,dark blue,Physical_Attributes_and_Properties,Colours_(色)
679,魂,二儿匕厶田鬼,soul,Human_activities,Religion_(宗)_and_the_Supernatural_World
680,墾,土爪艮豸犭,ground-breaking,,
681,懇,心爪艮豸犭,sociable,,
682,左,丿工,left,Directions_(方)_and_Spatial_Relationships,
683,佐,丿工亻,help,,
684,沙,丿小氵,sand,Nature,Natural_Substances
685,査,木目,investigate,,
686,砂,丿口小石,sand,Nature,Natural_Substances
687,唆,儿厶口夂,tempt,,
688,差,丿工玉羊丷,distinction,,
689,詐,｜丿言,lie,,
690,鎖,貝金尚,chain,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
691,座,｜入土广,sit,Body_(身),Actions
692,挫,｜入土扌,sprain,,
693,才,丿亅,genius,,
694,再,｜冂玉,again,,
695,災,巛火,natural disaster,Nature,Weather
696,妻,｜女彐,wife,People_(人),Roles_and_status
697,采,木爪,form,,
698,砕,丿十口石九,smash,,
699,宰,十宀立辛,superintend,,
700,栽,土戈木,the cultivation of plants,Nature,Plants_(植)_and_Trees_(樹)
701,彩,彡木爪,brightly coloured,Physical_Attributes_and_Properties,Colours_(色)
702,採,木爪扌,pick,,
703,済,｜丿廾文齊氵,settle,,
704,祭,癶示个,festival,Human_activities,Culture
705,斎,｜丿廾文示齊,purification,,
706,細,田糸,slender,Physical_Attributes_and_Properties,Miscellaneous_properties
707,菜,木爪艹,vegetable,Food_(食)_and_Drink_(飲),
708,最,又日耳,most,,
709,裁,亠厶土戈衣,judge,,
710,債,亠土貝亻,bond or debt,Human_activities,Money_(銭)_and_Commerce_(商)
711,催,山隹亻,sponsor,,
712,塞,八土宀,obstruct,,
713,歳,丿小戈止,year-end,,
714,載,土戈車,ride,,
715,際,丿癶示阝,"moment, occasion",Time_(時),
716,埼,｜口土大,cape or promontory,Nature,Land_(陸)_and_Topography
717,在,｜丿土,exist,,
718,材,丿亅木,timber or material,Nature,Natural_Substances
719,剤,｜丿廾文齊刂,medicine,Body_(身),Health_(体)
720,財,丿亅貝,wealth,Human_activities,Money_(銭)_and_Commerce_(商)
721,罪,网非,sin or taboo,Human_activities,Religion_(宗)_and_the_Supernatural_World
722,崎,｜口大山,cape or promontory,Nature,Land_(陸)_and_Topography
723,作,｜丿亻,make,,
724,削,月刂尚,plane,,
725,昨,｜丿日,previous time,Time_(時),
726,柵,｜亅冂木冊,fence,,
727,索,冖十糸,cord,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
728,策,｜亅八冂巾木竹,scheme,,
729,酢,｜丿酉,vinegar,Food_(食)_and_Drink_(飲),
730,搾,｜丿儿宀穴扌,squeeze,,
731,錯,｜日金,confused,,
732,咲,二人口大丷,blossom,,
733,冊,｜亅冂廾,counter for books,Numbers_(数),Counters_(個)
734,札,乙木,banknote,Human_activities,Money_(銭)_and_Commerce_(商)
735,刷,尸巾刂,printing,,
736,刹,木刂,temple,Human_activities,Religion_(宗)_and_the_Supernatural_World
737,拶,夕巛扌,be imminent,,
738,殺,丶丿木殳,kill,Human_activities,War_(戦)
739,察,丿宀癶示,guess,,
740,撮,又日耳扌,snapshot,,
741,擦,丿宀癶示扌,grate,,
742,雑,木隹九,miscellaneous,,
743,皿,皿,dish or plate,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
744,三,二,3,Numbers_(数),
745,山,山,mountain or peak,Nature,Land_(陸)_and_Topography
746,参,厶彡,participate,,
747,桟,丶丿木毛,scaffold,,
748,蚕,大虫,silkworm,Nature,Animals_(獣)
749,惨,厶彡忄,wretched,,
750,産,丿亠厂生立丷,product,Human_activities,Money_(銭)_and_Commerce_(商)
751,傘,人十个,umbrella,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
752,散,｜攴月,scatter,,
753,算,廾目竹,calculate,,
754,酸,儿厶夂酉,sour,Emotions_and_Senses_(感),Senses
